PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,Standard Type,Standard Relation,Standard Value,Standard Units
103168790,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,F,>=,80,%
103168841,71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,F,>=,80,%
103169156,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,F,>=,80,%
103169185,5288826,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,F,=,49,%
103169342,5284371,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,F,=,79,%
103169389,2726,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,F,=,49,%
103169732,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,F,>=,80,%
103170037,5284596,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,F,<,20,%
103170049,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,F,<,20,%
103170825,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,F,=,79,%
103171472,2907,C1CNP(=O)(OC1)N(CCCl)CCCl,F,>,80,%
103171565,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,F,>=,80,%
103171825,3637,C1=CC=C2C(=C1)C=NN=C2NN,F,<=,20,%
103172304,1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,F,<=,20,%
103172458,53232,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,F,<=,20,%
103173303,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,F,=,79,%
103173870,2708,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,F,>,80,%
103173925,3698,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,F,>=,80,%
103173995,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,F,>=,80,%
103174500,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,F,>=,80,%
103174540,3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,F,>,80,%
103174569,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,F,=,79,%
103174586,2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,F,>,80,%
103175225,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,F,>=,80,%
103175608,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,F,<,20,%
103176346,702,CCO,F,>,80,%
103176475,3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,F,>=,80,%
103177051,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,F,>=,80,%
103177753,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,F,>=,80,%
103177883,3121,CCCC(CCC)C(=O)O,F,>=,80,%
103178542,4178,CC1=C(C(=CC=C1)C)OCC(C)N,F,>=,80,%
103178857,3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,F,>=,80,%
103178995,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,F,>,80,%
103179009,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,F,>=,80,%
103179087,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,F,>=,80,%
103179088,6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],F,>,80,%
103179427,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,F,>=,80,%
103179819,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,F,=,79,%
103184643,4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,F,<,20,%
103185057,5401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,F,>,80,%
103188158,5533,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,F,>,80,%
103188188,3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,F,>=,80,%
103188732,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,F,=,49,%
103188772,2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,F,=,49,%
103188807,5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,F,<,20,%
103188847,9782,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,F,=,79,%
103188912,5865,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,F,>,80,%
103188954,5656,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,F,<=,20,%
103189004,5959,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],F,=,79,%
103189031,5755,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,F,>,80,%
103189070,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,F,>=,80,%
103189071,5556,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,F,=,49,%
103189214,6741,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,F,>,80,%
103189215,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,F,>=,80,%
103189227,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,F,>=,80,%
103189246,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,F,>,80,%
103189247,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,F,=,79,%
103189263,5757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,F,<,20,%
103189283,2130,C1C2CC3CC1CC(C2)(C3)N,F,=,79,%
103189284,2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,F,=,49,%
103189534,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],F,>=,80,%
103189728,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,F,>,80,%
103190535,5816,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,F,<,20,%
103191130,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,F,<=,20,%
103192563,5991,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,F,=,49,%
103193099,3291,CCC1(CC(=O)NC1=O)C,F,>,80,%
103198031,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,F,<,20,%
103199382,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,F,>=,80,%
103199488,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,F,<=,20,%
103204895,4086,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,F,<,20,%
103206765,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,F,>=,80,%
103209027,3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,F,<,20,%
103210646,156391,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,F,>,80,%
103215683,6842999,CC1CS(=O)(=O)CCN1/N=C/C2=CC=C(O2)[N+](=O)[O-],F,=,79,%
103215995,1549008,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,F,=,49,%
103219083,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,F,>=,80,%
103219259,68712,C1CC1C(C2CC2)NC3=NCCO3,F,>=,80,%
103219831,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,F,<,20,%
103220917,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,F,>=,80,%
103223943,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,F,>,80,%
103223943,24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,F,<,20,%
103224166,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,F,>,80,%
103234668,5311304,C1CC(C1)CN2CC[C@]34[C@@H]5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O,F,<,20,%
103234908,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,F,>=,80,%
103235071,3059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,F,>=,80,%
103241510,36811,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,F,<,20,%
103243123,4853,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,F,>=,80,%
103246205,16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,F,=,79,%
103252229,5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,F,>,80,%
103252336,26757,C[C@H](CC1=CC=CC=C1)N(C)CC#C,F,<,20,%
103260137,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,F,<=,20,%
103266846,2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,F,>=,80,%
103272064,4885,CCCNC1CCC2=C(C1)SC(=N2)N,F,>=,80,%
103272403,443951,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C,F,<=,20,%
103273527,5509,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,F,>=,80,%
103277522,155774,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,F,<=,20,%
103292372,54454,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,F,<=,20,%
103292838,3784,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,F,<=,20,%
103292839,3306,CCNCC(C1=CC(=CC=C1)O)O,F,=,49,%
103292934,36109,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,F,=,49,%
103292939,44320440,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC[C@]4([C@H]2CCC4C(=O)NC(C)(C)C)C)(C=CC(=O)N3)C,F,=,79,%
103292969,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,F,<=,20,%
103292970,42884,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,F,=,49,%
103292984,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,F,>=,80,%
103292986,3995,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O,F,>=,80,%
103292996,41049,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O,F,<=,20,%
103293026,72014,C1=CC=C(C(=C1)C#N)OCC(CNCCNC(=O)CC2=CC=C(C=C2)O)O,F,<=,20,%
103293038,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,F,>=,80,%
103293043,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,F,>=,80,%
103293068,3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,F,<=,20,%
103293190,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,F,=,79,%
103293356,10783,CC1=C(SC=N1)CCCl,F,<,20,%
103293379,309872,C1=CC=C(C=C1)CCCCC(=O)N,F,>=,80,%
103293600,44320764,C1[C@H]([C@@H]2[C@H](O1)[C@H](C(O2)[N+](=O)[O-])O)O,F,>=,80,%
103293601,44320765,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](C(O2)[N+](=O)[O-])O)O,F,>=,80,%
103293640,2747,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,F,>,80,%
103293847,431097,C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O,F,<,20,%
103338617,6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,F,=,79,%
103367925,6041,CNC[C@@H](C1=CC(=CC=C1)O)O,F,=,49,%
103401549,3034034,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,F,>=,80,%
103469419,5833,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,F,=,49,%
103503415,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,F,=,49,%
103503926,667490,C1=NC2=C(N1)C(=S)N=CN2,F,<=,20,%
103503975,3151,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,F,<,20,%
103504084,3019,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,F,>=,80,%
103504457,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,F,<,20,%
103507642,3385,C1=C(C(=O)NC(=O)N1)F,F,=,49,%
103519121,4197,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,F,>=,80,%
103520217,2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,F,>,80,%
103532096,3366,C1=NC(=O)NC(=C1F)N,F,>,80,%
103532317,54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,F,>,80,%
103533730,135401907,C1=NNC2=C1C(=O)NC=N2,F,>=,80,%
103543150,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,F,<=,20,%
103545241,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,F,=,49,%
103557046,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,F,=,79,%
103581295,44093,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,F,=,79,%
103589735,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,F,<,20,%
103650265,4494,CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C,F,<,20,%
103709193,5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,F,<,20,%
104234145,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,F,=,49,%
104234147,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,F,=,49,%
104234228,6013,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,F,<,20,%
104234229,5743,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,F,=,79,%
104234273,38945,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,F,>=,80,%
123092441,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,F,=,79,%
131283791,5360515,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,F,=,49,%
134437966,5039,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,F,=,79,%
160703994,54677971,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,F,>=,80,%
163312392,174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,F,=,79,%
163336456,9669,C[C@@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,F,=,49,%
242090183,3000322,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,F,=,49,%
242586088,4513,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,F,>,80,%
